GeneID,GSM2791576,GSM2791580,GSM2791584,GSM2791588
655,0.0,0.02128,0.05351,0.0
102723590,0.0,0.0,0.0,0.0
112268270,0.0,0.0,0.0,0.0
105372687,0.0,0.0,0.0,0.0
100422883,0.0,0.0,1.195,0.0
23626,0.03115,0.0,0.4402,0.0
8480,62.15,83.42,68.44,96.58
100462983,0.0,0.0,0.1023,0.0
100291105,1.836,1.116,2.104,1.593
55544,11.57,9.161,13.89,10.63
105372688,0.0,0.0,0.0,0.0
140690,0.01915,0.01076,0.203,0.0
5105,0.01762,0.01981,0.1245,0.0
105372690,0.0,0.0,0.0,0.0
81030,0.0,0.01896,0.1192,0.0
56937,26.73,24.71,15.73,19.33
105416157,0.8791,0.8235,0.4555,0.4702
105372692,0.1062,0.02984,0.0,0.0
105372693,0.02593,0.0,0.0,0.0
105376992,0.0,0.0,0.0,0.0
107987284,0.18,0.0289,0.109,0.02292
107985434,0.0,0.0,0.0,0.0
128602,0.0,0.0,0.1336,0.0
105372694,0.0,0.04499,0.05656,0.03568
140731,0.0,0.0,0.09473,0.0
55370,8.699,7.316,8.345,7.471
57403,25.78,17.95,24.44,16.83
9217,21.93,24.04,22.81,30.59
164284,6.489,5.518,5.264,6.105
149773,2.797,1.184,1.745,0.7771
79160,0.5511,0.4425,0.2225,0.2807
107985410,0.01426,0.0,0.0,0.0
100534593,11.47,6.131,8.85,7.209
8675,31.26,17.77,22.55,17.4
79716,5.632,5.216,5.11,4.849
105372695,0.0,0.0,0.0,0.0
407022,0.0,1.07,0.0,0.0
100126296,0.0,0.0,0.0,0.0
149775,0.0,0.07396,0.0,0.0
2778,390.3,449.9,382.0,394.8
101927932,0.2229,0.5012,0.4725,0.0
107985382,0.0,0.0,0.2916,0.0
51497,202.0,230.0,193.9,259.4
1522,305.1,448.6,298.7,372.5
81027,0.7135,0.156,0.5882,0.2474
514,103.8,29.99,114.1,26.75
100533975,465.9,182.1,492.8,163.9
51012,142.6,103.6,132.0,92.73
128611,0.004469,0.0,0.0821,0.0
107985389,0.0,0.0,0.0,0.0
1908,0.0273,0.0,0.03857,0.0
105372696,0.0,0.0,0.0,0.0
116154,0.02357,0.01325,0.1166,0.01051
107985430,0.0,0.0,0.0,0.0
100506384,0.0,0.0,0.0,0.0
10388,0.5354,0.6672,0.6744,0.3942
63939,21.3,16.68,14.47,18.61
5509,6.708,5.262,3.78,4.825
60437,0.03581,0.0322,0.2733,0.006384
284756,0.1369,0.1026,0.3224,0.1627
107985429,0.0,0.0,0.0,0.04415
729296,0.0,0.06797,0.0,0.0
284757,2.795,1.717,2.317,2.99
105372698,0.1848,0.0,0.3617,0.1394
693231,0.0,0.0,0.0,0.0
105372697,0.1267,0.0356,0.0895,0.1411
101928048,0.0,0.0,0.0,0.0
100616362,0.0,0.0,1.515,0.0
100616440,0.0,0.0,0.0,0.0
105372699,0.0,0.0,0.0,0.0
105372700,0.0,0.0,0.0,0.0
100506470,0.0,0.0,0.0,0.0
105372701,0.0,0.0,0.0,0.0
1002,10.83,16.43,15.25,28.77
105372703,0.01372,0.0,0.01939,0.01223
100128310,0.0,0.0,0.05379,0.0
100302168,0.0,0.0,0.0,0.0
6874,12.39,7.933,9.113,9.766
105372704,0.4548,0.1022,0.5141,0.1216
100422838,0.9063,0.0,0.0,0.0
105372705,0.8251,0.2929,0.6137,0.3484
105372706,0.02632,0.0,0.0,0.0
149986,36.06,41.27,37.56,47.92
5688,979.1,1490.0,1051.0,1362.0
26039,9.878,4.806,7.378,5.444
26164,12.43,14.57,11.98,14.6
11255,0.0,0.02248,0.0,0.0
105369209,0.05388,0.03028,0.0,0.02401
9885,17.89,17.29,17.1,19.29
11047,182.9,299.0,208.2,333.8
105372707,47.77,69.78,47.4,77.8
3911,18.33,18.86,8.803,9.5
100616340,12.87,9.642,6.061,5.735
101928158,2.299,1.55,1.039,1.229
105372708,0.01731,0.03892,0.02447,0.03087
6227,637.9,323.0,677.0,415.4
81928,10.74,7.461,13.9,11.03
105372709,0.6692,0.1816,0.7827,0.288
140893,0.0,0.03057,0.1537,0.02425
105372710,0.0,0.0,0.0,0.0
140628,0.0,0.0,0.04013,0.0
105372711,0.0,0.0,0.0,0.0
105376995,0.0,0.0,0.0,0.0
253868,0.0,0.0,0.0298,0.0
128826,0.0,0.0,0.1764,0.0
406904,0.0,0.0,0.0,0.0
406923,0.0,0.0,1.055,0.0
105372712,4.198,1.943,3.24,2.516
28231,37.76,32.73,19.43,19.69
101928465,1.325,1.173,1.733,1.211
100127888,24.93,24.18,11.64,9.443
4923,0.1797,0.303,0.254,0.1282
107987285,0.0,0.0,0.0,0.0
100652730,0.647,0.6061,0.3048,0.769
105372716,5.294,7.183,5.005,6.314
55257,79.89,29.27,81.64,31.31
101409261,2.963,0.6405,1.611,0.7111
11054,91.83,113.7,85.67,112.7
1299,0.2551,0.1593,0.3204,0.1263
10732,28.22,16.72,30.39,20.51
100132911,4.776,3.474,5.293,4.007
105372717,1.182,0.8201,1.244,1.256
11083,13.06,11.33,14.08,15.56
109623463,0.0,0.0,0.0,0.0
54994,50.29,57.35,46.81,55.92
63910,28.54,22.64,26.54,30.68
128408,0.0,0.0,0.0,0.0
63930,0.0,0.02542,0.0,0.0
105372718,0.0,0.0,0.0,0.0
100144596,0.0,0.0,0.0,0.0
100144597,0.0,0.0,0.0,0.0
768097,0.0,0.0,0.0,0.0
768096,0.0,0.0,0.0,0.0
105372719,0.0,0.0,0.0,0.0
105376996,0.0,0.1528,0.0,0.0
406909,0.0,0.0,0.0,0.0
54915,85.48,65.93,80.74,83.52
79444,0.0,0.0,0.1613,0.0
100423014,0.0,0.0,1.681,0.0
128414,0.0,0.0,0.0,0.0
100192386,0.0,0.0,0.0,0.0
55738,28.65,23.36,25.28,30.52
100422945,0.0,0.0,0.0,1.15
