GeneID,GSM2791577,GSM2791581,GSM2791585,GSM2791589
105378807,0.0,0.0,0.0,0.0
110806286,0.0,0.0,0.0,0.0
81849,3.24,3.816,2.906,3.616
102466995,0.0,0.0,0.0,0.0
10026,28.52,28.52,23.8,31.17
105378808,0.1148,0.142,0.03622,0.1369
26289,3.714,4.068,2.248,2.947
26009,31.0,25.06,19.88,27.35
23032,31.17,24.44,23.97,27.27
374986,7.695,5.027,4.228,5.936
374987,2.944,2.086,2.857,3.119
91624,16.25,13.02,18.68,15.46
8880,16.26,12.63,20.33,19.4
11080,18.53,15.94,21.31,20.95
54810,0.02956,0.07312,0.0,0.03522
107984997,0.0329,0.0,0.0,0.0
149047,0.0,0.0,0.0,0.0
5737,0.4049,0.3836,0.2608,0.4107
10964,0.1657,0.2532,0.1598,0.2207
10561,6.593,7.807,5.656,5.297
64123,0.0,0.04032,0.02056,0.0
107984998,0.0,0.0,0.0,0.0
105378810,0.0,0.0,0.0,0.0
105378812,0.0,0.0,0.0,0.0
105378811,0.0,0.0,0.0,0.0
107983999,0.0,0.0,0.0,0.0
101927412,0.0,0.0,0.0,0.0
105378813,0.06059,0.0,0.0,0.0
107985018,0.0,0.0,0.0,0.0
23266,6.403,4.94,3.424,5.426
101927434,0.0,0.0,0.0,0.1069
105378814,0.0,0.07814,0.0,0.0
107985396,0.0,0.0,0.0,0.0
103283057,0.0,0.0,0.0,0.0
101927498,0.0,0.0,0.0,0.0
107985037,0.0,0.0,0.0,0.0
105378816,0.01041,0.0,0.0,0.0
101927542,0.0,0.2912,0.0,0.0
107985043,0.0,0.0,0.0,0.0
101927587,0.0,0.02253,0.0,0.0
101927560,0.0,0.03583,0.0,0.0
107985041,0.05847,0.0,0.0,0.03484
79739,4.174,3.13,3.312,3.911
5567,9.389,9.084,7.835,11.02
107985046,0.0,0.01673,0.0,0.04836
112268230,0.0,0.0,0.0,0.0
148418,1.706,0.9903,1.8,1.162
391051,0.04366,0.108,0.1102,0.05204
58511,0.0,0.0,0.0,0.0
80135,85.81,111.8,87.74,101.0
2787,329.3,299.7,370.7,369.3
100505741,2.062,2.104,2.097,2.704
